etath,etaiso,triang,coreradius,bt,bscfmax,rmajor,coe,capcost
0.42035,0.80245,0.55712,0.7531,3.6044,0.91707,6.077,624.16,16817.0
0.42048,0.93089,0.50013,0.73047,3.6494,0.93263,5.8239,564.91,15216.0
0.42058,0.85569,0.59099,0.75735,3.6968,0.91374,5.6733,534.03,14328.0
0.42063,0.7907,0.52353,0.70344,3.7272,0.98974,5.7952,560.46,15046.0
0.42067,0.8314,0.58404,0.78368,3.6331,0.88471,5.7921,558.71,15023.0
0.42074,0.77272,0.51201,0.7147,3.7733,0.92904,5.5831,515.66,13822.0
0.42076,0.79597,0.47306,0.77304,3.8732,0.94315,5.3807,477.12,12742.0
0.42093,0.71028,0.59395,0.72996,3.7098,0.98796,5.6867,537.17,14406.0
0.42107,0.77926,0.40742,0.79096,3.7073,0.95077,5.6859,535.53,14402.0
0.42123,0.80789,0.4443,0.70162,3.7075,0.88719,5.9058,584.41,15722.0
0.42128,0.85345,0.40148,0.7096,4.0022,0.91131,5.1806,441.64,11755.0
0.42129,0.83019,0.482,0.79229,4.0103,0.88154,5.175,441.31,11727.0
0.42134,0.80527,0.58318,0.75959,3.6312,0.88636,5.9424,592.79,15947.0
0.4214,0.86561,0.42207,0.77136,3.9361,0.96878,5.2152,447.07,11919.0
0.42142,0.65385,0.50583,0.72556,4.0097,0.89506,5.1401,435.36,11562.0
0.42146,0.80664,0.41108,0.75937,4.0334,0.93803,5.1946,444.63,11822.0
0.42147,0.7927,0.41036,0.79943,4.0101,0.92578,5.0444,418.5,11122.0
0.42151,0.92062,0.54665,0.72141,3.9036,0.90585,5.3261,467.73,12463.0
0.42151,0.87225,0.48292,0.78239,3.8127,0.9269,5.607,521.19,13957.0
0.42157,0.80754,0.53695,0.74819,3.731,0.88061,5.5838,515.24,13824.0
0.42163,0.79453,0.49466,0.73082,3.7425,0.9782,5.7568,552.0,14817.0
0.42182,0.66761,0.54535,0.71235,3.8489,0.93922,5.4915,498.78,13323.0
0.42183,0.93842,0.44855,0.71963,3.6377,0.96827,6.0702,622.08,16774.0
0.42203,0.67259,0.57087,0.74723,4.0951,0.97458,4.9048,397.61,10509.0
0.42223,0.84911,0.42285,0.76614,3.7735,0.88948,5.5409,506.55,13589.0
0.42224,0.77694,0.44108,0.78438,3.7263,0.93248,5.6036,518.7,13934.0
0.42229,0.84647,0.40699,0.72765,3.6179,0.89593,5.9805,599.89,16190.0
0.42234,0.83282,0.48199,0.75526,3.8749,0.88685,5.3361,468.68,12513.0
0.42248,0.92194,0.41399,0.77356,3.6209,0.94078,6.0154,608.27,16414.0
0.4226,0.66559,0.59238,0.76537,3.6528,0.93529,5.7231,543.82,14614.0
0.42292,0.93538,0.4091,0.7605,4.0146,0.96293,5.0775,424.01,11272.0
0.42296,0.88756,0.42703,0.74204,3.9526,0.89889,5.2252,449.1,11966.0
0.42298,0.75747,0.41375,0.75048,3.8361,0.96099,5.5769,514.83,13789.0
0.42301,0.76773,0.50844,0.76868,3.7894,0.89295,5.6354,526.89,14114.0
0.42309,0.72013,0.51147,0.77677,3.6121,0.92166,5.8505,570.54,15375.0
0.42309,0.87203,0.49666,0.71661,3.8078,0.94005,5.5293,505.33,13525.0
0.42346,0.88626,0.50003,0.7062,3.8044,0.93487,5.5458,508.62,13615.0
0.42347,0.94455,0.47152,0.70368,3.6097,0.97606,6.0155,608.53,16413.0
0.42351,0.7275,0.43488,0.79171,4.0732,0.98841,4.984,409.38,10853.0
0.42381,0.94413,0.49586,0.78913,4.0945,0.97555,5.0245,416.59,11032.0
0.42387,0.87272,0.45777,0.73759,3.9515,0.94345,5.1773,440.57,11735.0
0.42399,0.8356,0.5563,0.79614,3.7944,0.9607,5.4014,480.42,12843.0
0.42405,0.78051,0.59135,0.78933,4.0472,0.88696,4.9099,398.0,10527.0
0.42421,0.81639,0.51293,0.79255,3.9537,0.95201,5.1255,432.11,11489.0
0.42424,0.69533,0.44536,0.79847,4.0044,0.90607,5.0853,425.46,11306.0
0.42443,0.85632,0.59015,0.78251,3.6835,0.88897,5.5869,515.56,13836.0
0.42457,0.65968,0.43793,0.73047,3.6952,0.88667,5.9126,585.66,15761.0
0.42476,0.84409,0.47883,0.77885,4.0753,0.8868,4.9956,411.48,10902.0
0.42514,0.84701,0.44453,0.78581,3.7249,0.93232,5.6272,523.65,14064.0
0.42517,0.80383,0.59031,0.72803,3.645,0.97163,5.878,578.21,15542.0
0.42539,0.92428,0.54703,0.79398,3.6625,0.93246,5.6521,528.46,14203.0
0.42545,0.8977,0.47262,0.74256,3.7576,0.91082,5.6226,523.4,14039.0
0.42553,0.91845,0.5068,0.75117,3.6784,0.92529,5.7583,551.28,14820.0
0.42554,0.74448,0.52817,0.78687,4.0248,0.88804,5.033,417.36,11066.0
0.42566,0.66531,0.52294,0.73288,3.7816,0.9196,5.4673,492.41,13189.0
0.42573,0.75643,0.40176,0.76254,3.9136,0.93722,5.2782,458.0,12223.0
0.42578,0.88436,0.58907,0.73213,3.7183,0.96556,5.61,520.9,13965.0
0.42586,0.79539,0.41086,0.79167,3.9881,0.96278,5.2812,459.55,12240.0
0.42597,0.82517,0.42582,0.71258,3.7385,0.88229,5.6463,527.49,14173.0
0.42602,0.80152,0.49901,0.71836,3.8324,0.89874,5.401,480.16,12842.0
0.42606,0.87447,0.41206,0.77119,3.9102,0.90529,5.4289,486.33,12991.0
0.42611,0.76033,0.46031,0.76965,3.9428,0.90108,5.1602,437.55,11651.0
0.42616,0.76367,0.46967,0.77506,4.0793,0.96858,4.9284,400.57,10607.0
0.42617,0.85414,0.40911,0.75779,3.782,0.97185,5.5786,514.27,13794.0
0.42618,0.91371,0.42162,0.70087,4.0086,0.89324,5.1341,433.52,11531.0
0.42637,0.8125,0.54911,0.74471,4.0894,0.92425,4.9152,399.02,10549.0
0.42639,0.80656,0.45085,0.78202,3.729,0.89538,5.8195,565.18,15188.0
0.42644,0.84938,0.51185,0.72001,3.8592,0.96656,5.3696,474.82,12680.0
0.42663,0.85154,0.51781,0.75868,3.8058,0.94983,5.4123,482.24,12899.0
0.42664,0.86208,0.5295,0.76277,3.7783,0.90083,5.474,494.02,13223.0
0.42675,0.72135,0.58651,0.73319,3.7471,0.9227,5.6243,524.5,14046.0
0.42692,0.88453,0.53394,0.7714,4.0678,0.95402,4.8791,392.85,10396.0
0.42706,0.86108,0.47529,0.78277,3.968,0.97564,5.1558,437.21,11630.0
0.42707,0.82856,0.45043,0.76955,3.8827,0.96771,5.2831,458.73,12244.0
0.42726,0.87709,0.44376,0.7591,3.8519,0.91216,5.3149,463.9,12403.0
0.42726,0.94792,0.54709,0.728,3.8993,0.9735,5.2379,451.16,12021.0
0.42734,0.93433,0.58182,0.70473,3.6663,0.89804,5.7141,541.61,14558.0
0.42752,0.73428,0.5055,0.78096,3.9565,0.9114,5.1536,436.86,11618.0
0.42758,0.70231,0.59363,0.78595,3.8669,0.89633,5.3377,469.62,12515.0
0.42762,0.75763,0.50688,0.76196,3.972,0.92504,5.0903,426.08,11324.0
0.42785,0.78439,0.49344,0.75957,4.046,0.96537,4.9629,405.75,10755.0
0.42792,0.79574,0.403,0.77184,3.6501,0.91639,5.8852,578.26,15586.0
0.4282,0.72137,0.44515,0.78277,3.6772,0.92525,5.8688,575.31,15485.0
0.42831,0.94066,0.53757,0.72513,3.6369,0.90235,5.7886,557.12,14997.0
0.42832,0.87895,0.45672,0.70996,3.7448,0.97622,5.6264,523.72,14058.0
0.42845,0.86225,0.56064,0.74647,3.717,0.90732,5.686,536.74,14396.0
0.42849,0.83345,0.50872,0.78592,3.6999,0.88925,5.6947,537.88,14446.0
0.42868,0.90651,0.42455,0.70477,3.6806,0.96241,5.7327,544.58,14668.0
0.42869,0.8735,0.52472,0.79059,3.862,0.95262,5.4181,484.28,12929.0
0.42894,0.82946,0.51381,0.78298,4.0044,0.94585,5.0855,425.73,11302.0
0.42907,0.86367,0.44832,0.73616,3.628,0.95601,5.8335,566.28,15268.0
0.42926,0.7353,0.54915,0.77448,3.9018,0.88905,5.176,440.28,11721.0
0.42934,0.75172,0.50983,0.71824,3.7737,0.9272,5.505,499.68,13388.0
0.42954,0.73984,0.56137,0.70101,3.6126,0.89817,5.8917,580.29,15623.0
0.42964,0.92391,0.47211,0.7333,4.0126,0.94036,5.0578,420.86,11176.0
0.42972,0.6638,0.46659,0.77183,3.8165,0.91023,5.3854,476.92,12758.0
0.42981,0.75648,0.46808,0.76753,4.011,0.96061,5.1358,434.15,11536.0
0.42985,0.84426,0.40023,0.77241,3.9862,0.93679,5.1032,427.88,11384.0
0.42987,0.65241,0.53265,0.74823,3.8466,0.89802,5.3188,465.2,12418.0
0.4299,0.69105,0.50171,0.77057,4.0332,0.95534,5.0056,412.62,10941.0
0.43027,0.77939,0.47164,0.77151,3.7202,0.93481,5.7453,548.79,14742.0
0.43079,0.75358,0.54925,0.78538,3.8977,0.96502,5.1586,437.15,11637.0
0.43099,0.70929,0.49822,0.70524,3.6111,0.96077,5.8589,571.83,15420.0
0.43099,0.84452,0.52213,0.70994,3.6841,0.98159,5.7693,553.83,14881.0
0.43103,0.87431,0.41245,0.78073,3.6287,0.92279,6.0187,609.05,16429.0
0.4312,0.65214,0.41299,0.74903,4.0129,0.8823,5.0217,414.39,11013.0
0.43145,0.69266,0.4876,0.79376,3.9381,0.911,5.2,444.58,11836.0
0.43159,0.65883,0.50365,0.78517,4.0651,0.93555,4.9726,407.56,10795.0
0.43185,0.77586,0.40125,0.70927,4.0255,0.89524,5.0537,419.78,11157.0
0.43204,0.72704,0.563,0.72947,3.8699,0.96471,5.3127,464.64,12386.0
0.43206,0.72587,0.51911,0.78406,3.8433,0.92742,5.2563,453.53,12106.0
0.43212,0.78787,0.52385,0.73249,3.898,0.9847,5.2672,456.37,12161.0
0.43217,0.77145,0.50871,0.70994,3.6887,0.9516,5.6744,533.0,14326.0
0.43221,0.85647,0.44905,0.77446,3.8071,0.91074,5.5209,503.09,13473.0
0.43224,0.92654,0.41221,0.79918,4.0959,0.94343,4.8206,383.45,10150.0
0.43253,0.69325,0.46001,0.76188,3.73,0.97249,5.6018,518.43,13916.0
0.43283,0.81759,0.45394,0.77086,3.8602,0.98909,5.3373,468.32,12511.0
0.43286,0.66631,0.53711,0.79171,3.773,0.98418,5.5206,503.16,13469.0
0.4329,0.9362,0.57971,0.79025,3.9613,0.97473,5.0923,426.7,11328.0
0.43339,0.7643,0.46275,0.74928,3.8276,0.93313,5.3248,465.35,12447.0
0.43343,0.82458,0.41512,0.72873,4.0086,0.90997,5.1099,429.26,11412.0
0.43356,0.70265,0.53055,0.76535,3.7149,0.88491,5.5893,516.14,13844.0
0.43389,0.75435,0.59584,0.78887,3.8169,0.8951,5.2569,453.8,12106.0
0.4339,0.75462,0.58374,0.79298,3.7404,0.88169,5.4097,481.15,12877.0
0.43391,0.81059,0.45362,0.7953,3.8229,0.92576,5.4552,490.31,13120.0
0.43402,0.93863,0.44588,0.77087,3.9803,0.91953,5.0827,424.43,11285.0
0.43411,0.73422,0.40664,0.75329,3.9004,0.93213,5.3135,464.12,12392.0
0.43413,0.68672,0.49146,0.79639,3.6444,0.90133,5.6759,532.71,14332.0
0.43422,0.65596,0.54081,0.70063,3.7657,0.9314,5.4862,495.85,13282.0
0.43425,0.93724,0.45385,0.73762,3.7546,0.91045,5.4739,492.65,13218.0
0.43427,0.9312,0.46396,0.7232,3.7929,0.89533,5.5103,500.82,13413.0
0.43441,0.92375,0.54241,0.71423,3.8541,0.98636,5.3,461.68,12321.0
0.43451,0.87221,0.59952,0.71928,4.0119,0.97268,5.0008,412.04,10913.0
0.43456,0.83078,0.52289,0.71752,3.8841,0.89992,5.2569,454.16,12108.0
0.43498,0.73607,0.52988,0.78707,3.9369,0.96767,5.0379,416.72,11079.0
0.435,0.7622,0.52345,0.77363,4.0316,0.98006,4.9644,405.86,10754.0
0.43528,0.69414,0.57182,0.75323,3.9584,0.96793,5.0671,422.27,11210.0
0.43528,0.76217,0.49228,0.7608,3.6649,0.93058,5.7251,543.57,14617.0
0.4353,0.84526,0.4353,0.76415,3.823,0.90672,5.5281,504.6,13511.0
0.43532,0.66493,0.41109,0.74901,3.6217,0.88442,5.8999,581.06,15671.0
0.43551,0.7126,0.43368,0.74667,3.8333,0.91971,5.3224,464.79,12433.0
0.43567,0.92024,0.45582,0.72267,3.7423,0.97821,5.5222,502.06,13476.0
0.43578,0.77913,0.5216,0.71128,3.6242,0.88555,5.8969,581.31,15651.0
0.43599,0.8391,0.45328,0.76504,4.0174,0.98359,4.9694,406.06,10777.0
0.43609,0.9302,0.59417,0.77756,3.6617,0.97801,5.5852,514.83,13817.0
0.43614,0.84674,0.4643,0.70775,4.0955,0.91845,4.9153,398.34,10544.0
0.43644,0.85047,0.41744,0.74738,3.9415,0.93729,5.1132,428.79,11424.0
0.43654,0.68243,0.56703,0.77885,4.0757,0.90655,4.7986,380.54,10053.0
0.43656,0.82031,0.4484,0.7759,3.6482,0.93895,5.7012,537.81,14477.0
0.43665,0.72987,0.45504,0.70773,4.0454,0.96328,5.0375,417.57,11079.0
0.43666,0.85755,0.41799,0.72561,3.9219,0.95011,5.2517,453.09,12084.0
0.43689,0.84338,0.49082,0.72968,3.779,0.92963,5.3964,478.13,12808.0
0.4369,0.85782,0.44488,0.70439,3.8802,0.93979,5.3721,474.98,12686.0
0.43702,0.82256,0.48941,0.7309,3.6599,0.96792,5.7925,558.15,15014.0
0.43711,0.90614,0.53586,0.76278,3.6578,0.93344,5.7606,551.48,14823.0
0.43729,0.80785,0.44056,0.79046,3.6108,0.93521,5.9808,599.86,16179.0
0.43735,0.81659,0.56181,0.75672,3.9965,0.9242,5.0136,413.68,10969.0
0.43739,0.87143,0.57709,0.73448,3.6604,0.97968,5.6641,531.12,14261.0
0.43753,0.92419,0.52958,0.72796,3.7822,0.98097,5.432,485.66,12992.0
0.43761,0.8809,0.49347,0.76349,3.6478,0.93759,5.6514,527.37,14190.0
0.43772,0.66315,0.48824,0.7248,3.6705,0.89936,5.7482,548.59,14751.0
0.43786,0.85901,0.43154,0.77119,3.6317,0.88461,5.8536,570.83,15383.0
0.43789,0.74379,0.43165,0.73624,3.7183,0.97514,5.7119,541.11,14540.0
0.43807,0.92498,0.43346,0.74843,4.0908,0.88253,4.921,398.97,10567.0
0.43817,0.72132,0.52821,0.74958,3.6347,0.93602,5.7809,555.46,14942.0
0.43818,0.83146,0.53918,0.74958,3.6879,0.91212,5.529,503.05,13508.0
0.43826,0.88892,0.54224,0.79251,3.8754,0.96518,5.1267,431.04,11481.0
0.43832,0.91485,0.56781,0.72349,4.0145,0.93321,4.9714,406.93,10781.0
0.43835,0.71391,0.47927,0.77934,4.052,0.94127,4.8865,393.34,10418.0
0.43841,0.94975,0.50151,0.70978,3.9972,0.89514,5.0502,419.36,11133.0
0.43841,0.86676,0.57707,0.77428,4.0891,0.95371,4.7499,373.33,9854.8
0.43844,0.81833,0.55839,0.7609,3.9515,0.92108,4.9986,410.42,10901.0
0.43862,0.8414,0.40445,0.72801,3.9065,0.88045,5.1843,440.55,11756.0
0.43863,0.80118,0.48801,0.79335,4.0468,0.96749,5.0049,412.32,10932.0
0.43891,0.75274,0.48389,0.72499,3.6518,0.92981,5.8198,563.98,15177.0
0.43921,0.71563,0.47799,0.75821,3.6157,0.98154,5.9362,589.79,15894.0
0.43939,0.76458,0.50335,0.77732,4.0466,0.93562,4.9755,407.58,10801.0
0.43951,0.88675,0.52749,0.78194,3.6613,0.95948,5.5876,514.7,13829.0
0.43961,0.87997,0.48528,0.79017,3.8266,0.92736,5.2899,459.13,12266.0
0.43972,0.65432,0.4897,0.76137,4.0317,0.89747,4.9561,404.19,10715.0
0.44002,0.85703,0.40337,0.76875,3.7672,0.94794,5.423,482.79,12945.0
0.44003,0.93178,0.43784,0.72541,3.8038,0.92228,5.3914,477.39,12781.0
0.44008,0.74609,0.49832,0.71554,3.9822,0.90129,5.0737,423.07,11239.0
0.44008,0.84276,0.43433,0.79112,4.0025,0.96307,4.957,403.71,10719.0
0.4401,0.87411,0.44714,0.72179,3.8494,0.89038,5.4106,481.86,12882.0
0.44012,0.84678,0.40681,0.70452,3.6669,0.88592,5.6695,530.53,14293.0
0.44034,0.87117,0.52211,0.76392,3.9413,0.88456,5.1531,436.35,11606.0
0.44042,0.88184,0.47574,0.75637,3.7509,0.94921,5.4496,488.12,13083.0
0.44045,0.73813,0.44709,0.71379,3.6143,0.97979,5.9478,592.21,15967.0
0.44053,0.83636,0.48587,0.72705,3.7204,0.9139,5.4966,496.61,13333.0
0.44055,0.67354,0.54381,0.77883,3.8529,0.98466,5.1518,434.96,11597.0
0.44082,0.93229,0.43773,0.75733,3.6693,0.90403,5.7032,538.44,14486.0
0.44135,0.87484,0.47997,0.76571,3.8971,0.94437,5.1532,435.53,11604.0
0.44142,0.90757,0.54626,0.74225,4.0253,0.97285,4.9331,400.72,10613.0
0.44143,0.74079,0.56854,0.72069,3.9657,0.96149,5.0655,421.89,11198.0
0.44145,0.81928,0.57581,0.74525,3.6607,0.95289,5.6601,530.24,14235.0
0.44149,0.89467,0.47663,0.76159,3.6723,0.88585,5.6734,532.41,14313.0
0.44167,0.81495,0.55016,0.76253,3.6038,0.93705,5.6628,529.22,14249.0
0.44187,0.66071,0.56019,0.79453,3.7736,0.97687,5.2744,455.86,12186.0
0.4419,0.93052,0.4702,0.7001,4.0787,0.95563,4.9009,395.71,10477.0
0.44204,0.67787,0.4797,0.70759,3.8864,0.88241,5.2886,459.59,12260.0
0.44211,0.89415,0.599,0.71469,3.8625,0.94646,5.2123,446.16,11883.0
0.44221,0.83524,0.42401,0.77244,3.8784,0.91818,5.2111,445.15,11881.0
0.44225,0.66002,0.45518,0.73461,3.643,0.90712,5.6903,535.16,14409.0
0.44226,0.81801,0.45791,0.76744,4.0678,0.89605,4.8116,381.6,10104.0
0.44231,0.77725,0.57768,0.7568,4.0793,0.94071,4.8411,387.02,10223.0
0.44271,0.80906,0.49537,0.73818,3.9001,0.95976,5.1359,432.48,11522.0
0.44274,0.91653,0.49143,0.79327,3.6359,0.97591,5.7243,542.78,14605.0
0.44276,0.88916,0.55848,0.74787,3.9114,0.89617,5.1188,430.22,11441.0
0.44279,0.85969,0.44161,0.71797,3.9407,0.92675,5.1543,436.01,11611.0
0.44284,0.65383,0.47572,0.73388,4.0094,0.93649,4.9594,404.23,10727.0
0.44293,0.77062,0.47133,0.71443,3.8238,0.98844,5.3323,466.66,12477.0
0.44296,0.76902,0.44388,0.77053,3.7046,0.9702,5.5787,512.99,13779.0
0.44301,0.81707,0.4496,0.74288,3.6785,0.90822,5.5738,511.32,13751.0
0.44302,0.71573,0.52653,0.72224,3.9548,0.89229,5.0741,422.92,11237.0
0.44308,0.72761,0.44019,0.77854,3.9126,0.88423,5.0813,423.03,11270.0
0.4431,0.66159,0.40251,0.77804,3.6647,0.95674,5.5998,516.33,13896.0
0.44311,0.79748,0.4258,0.78886,4.0649,0.9079,4.9514,403.38,10694.0
0.44315,0.87227,0.52941,0.76284,3.9371,0.98675,5.0712,422.23,11223.0
0.44325,0.91308,0.51463,0.78164,3.6538,0.94581,5.5564,507.92,13653.0
0.44334,0.66591,0.51705,0.76741,3.83,0.91708,5.3497,470.4,12564.0
0.44348,0.90861,0.44318,0.79457,3.703,0.94326,5.5734,511.87,13749.0
0.44358,0.76391,0.51619,0.74496,3.8676,0.92385,5.175,438.98,11705.0
0.44371,0.92162,0.42242,0.7599,3.6584,0.96907,5.6228,521.03,14024.0
0.44392,0.79512,0.4643,0.75889,3.6163,0.88712,5.7798,554.29,14932.0
0.44395,0.79353,0.58033,0.75757,3.6196,0.89796,5.5908,514.68,13842.0
0.44399,0.73742,0.55247,0.722,3.8306,0.95392,5.3308,467.1,12467.0
0.44407,0.71362,0.45826,0.7317,3.7485,0.88932,5.468,491.5,13178.0
0.44438,0.68096,0.56019,0.73783,3.62,0.98996,5.6471,526.26,14158.0
0.44438,0.90878,0.42484,0.73187,3.8082,0.90153,5.45,488.68,13084.0
0.44456,0.80412,0.44889,0.79099,3.8037,0.92054,5.4401,486.84,13031.0
0.44464,0.75467,0.54947,0.70087,3.9794,0.94653,5.0205,414.24,10994.0
0.44473,0.82061,0.44687,0.7853,3.658,0.88529,5.6809,533.5,14353.0
0.44481,0.91512,0.43419,0.74897,3.728,0.88556,5.4427,485.84,13044.0
0.44494,0.82527,0.54545,0.79124,3.7912,0.88019,5.2251,446.99,11943.0
0.44503,0.67431,0.41481,0.7194,3.7073,0.94693,5.5574,508.26,13660.0
0.44507,0.93392,0.44952,0.77534,3.61,0.96292,5.6857,533.56,14380.0
0.44512,0.92571,0.48012,0.72834,3.894,0.94685,5.1689,438.13,11676.0
0.44523,0.87241,0.47268,0.72132,3.7228,0.9713,5.5251,502.54,13483.0
0.44524,0.81111,0.42212,0.75441,3.9155,0.89765,5.2025,444.01,11838.0
0.44525,0.76741,0.49111,0.77302,3.8039,0.95686,5.2416,449.74,12024.0
0.44526,0.90595,0.5473,0.75033,3.8599,0.98105,5.2346,449.8,11989.0
0.44529,0.68431,0.48029,0.72207,3.616,0.96853,5.7223,541.53,14592.0
0.44532,0.7507,0.45607,0.73379,4.0402,0.89994,4.8975,394.56,10460.0
0.44538,0.65188,0.54789,0.76297,3.9381,0.89217,5.0022,410.72,10911.0
0.44539,0.80354,0.41881,0.71227,3.73,0.88065,5.4954,496.05,13324.0
0.44545,0.84959,0.40072,0.79266,3.9332,0.94957,5.2062,444.75,11856.0
0.44559,0.67897,0.48841,0.78271,4.05,0.9179,4.811,381.48,10097.0
0.44568,0.94315,0.54439,0.72385,3.8362,0.96777,5.2175,446.11,11906.0
0.44581,0.92094,0.51389,0.70055,3.6821,0.98035,5.5951,516.19,13867.0
0.4461,0.76308,0.57544,0.78864,3.9772,0.94913,4.9767,407.26,10798.0
0.44612,0.78055,0.44875,0.79885,3.8182,0.91941,5.2251,446.88,11943.0
0.44615,0.86837,0.59792,0.74924,3.6524,0.93537,5.5013,497.21,13351.0
0.44616,0.67682,0.47437,0.7725,3.8922,0.9282,5.0959,425.38,11334.0
0.44625,0.9446,0.52202,0.762,3.6842,0.97175,5.4955,496.2,13321.0
0.44629,0.88401,0.40232,0.78977,3.9925,0.91433,4.9135,396.26,10527.0
0.4463,0.91374,0.43765,0.73441,3.6797,0.96868,5.6097,518.86,13948.0
0.4463,0.69985,0.50289,0.78548,3.8727,0.91546,5.161,436.6,11637.0
0.44634,0.71327,0.5934,0.75516,3.6853,0.95001,5.5019,498.25,13354.0
0.44642,0.94255,0.49083,0.77201,3.9912,0.89094,5.0215,414.23,10998.0
0.44654,0.69409,0.48394,0.78877,3.6735,0.91452,5.5299,502.82,13506.0
0.44657,0.68483,0.56247,0.71863,3.699,0.95195,5.5556,509.02,13647.0
0.44661,0.86889,0.55088,0.78611,3.9035,0.98489,5.1385,433.37,11530.0
0.44668,0.88017,0.51917,0.73861,3.876,0.92079,5.1275,430.69,11480.0
0.44691,0.92313,0.41699,0.77961,3.7968,0.90837,5.2712,454.57,12169.0
0.44708,0.77637,0.52821,0.72058,3.6169,0.96746,5.6915,535.35,14411.0
0.44715,0.71524,0.44245,0.79779,3.978,0.93128,5.0875,424.86,11297.0
0.44716,0.82917,0.5449,0.77504,3.8765,0.96819,5.1919,442.33,11782.0
0.44729,0.73187,0.55726,0.757,3.7476,0.89627,5.3419,467.76,12519.0
0.44737,0.6896,0.41658,0.7942,3.7457,0.9406,5.4521,488.07,13091.0
0.44765,0.90899,0.40669,0.78147,3.8842,0.90803,5.3005,461.19,12316.0
0.44776,0.88964,0.41464,0.71338,3.6022,0.97439,5.8661,572.86,15451.0
0.44783,0.84566,0.50885,0.77571,3.885,0.95188,5.1868,441.3,11759.0
0.44791,0.93597,0.51057,0.72884,4.0015,0.97284,4.9586,404.15,10719.0
0.44829,0.90209,0.57463,0.70343,3.6894,0.90788,5.5529,508.34,13630.0
0.44857,0.8172,0.46077,0.76355,4.0888,0.8818,4.7437,371.52,9824.8
0.44858,0.73431,0.53895,0.75493,3.8012,0.8936,5.2883,458.65,12250.0
0.44865,0.6763,0.45963,0.71076,4.0214,0.93924,4.9814,407.77,10820.0
0.44865,0.77524,0.56329,0.74288,3.8846,0.90857,5.0716,421.5,11220.0
0.44892,0.9292,0.46486,0.74867,3.9071,0.91743,5.1815,440.33,11734.0
0.44906,0.86543,0.5303,0.74482,3.8753,0.94176,5.1174,429.05,11430.0
0.44908,0.86828,0.571,0.70941,3.629,0.88467,5.6227,521.25,14017.0
0.44909,0.73513,0.50523,0.75625,4.0023,0.93842,4.9123,396.71,10518.0
0.4491,0.86352,0.58787,0.71512,3.7884,0.88467,5.2852,457.96,12234.0
0.44911,0.78361,0.48287,0.78791,3.8733,0.95177,5.1,425.88,11350.0
0.44915,0.82016,0.42725,0.77803,3.8146,0.92483,5.2586,452.69,12105.0
0.4492,0.71107,0.45656,0.79813,3.9851,0.88455,4.8809,391.26,10385.0
0.44933,0.65557,0.44064,0.77924,3.6922,0.96517,5.4972,496.25,13329.0
0.44935,0.87536,0.4425,0.70993,3.6619,0.88153,5.5949,515.04,13864.0
0.44951,0.68217,0.53409,0.7687,3.8214,0.92377,5.1493,433.76,11579.0
0.4496,0.66239,0.48147,0.74959,3.614,0.91361,5.698,536.58,14447.0
0.44965,0.90242,0.57067,0.75772,4.0885,0.92806,4.7295,370.06,9765.0
0.44986,0.92591,0.57625,0.76648,3.6496,0.9794,5.6257,522.71,14033.0
0.44988,0.91308,0.41403,0.7304,3.8317,0.96336,5.2332,447.99,11982.0
